team_safe,team,combo_ids,combo_names,appearances,wins,win_rate,mid_detected_count,sample_matches
HEROIC,HEROIC,100|120|131,100|120|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,101|102|120,101|102|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,101|102|129,101|102|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,101|120|129,101|120|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,102|114|137,102|114|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,102|120|123,102|120|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,102|120|128,102|120|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,102|120|129,102|120|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,102|120|137,102|120|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,102|123|128,102|123|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,102|123|137,102|123|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,102|128|137,102|128|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,120|123|128,120|123|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,120|123|137,120|123|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,120|128|137,120|128|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,123|128|137,123|128|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|102|120,14|102|120,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|102|123,14|102|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|102|128,14|102|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|102|137,14|102|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|120|123,14|120|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|120|128,14|120|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|120|137,14|120|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|123|128,14|123|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|123|137,14|123|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|128|137,14|128|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|16|102,14|16|102,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|16|120,14|16|120,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|16|123,14|16|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|16|128,14|16|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|16|137,14|16|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|16|57,14|16|57,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|16|66,14|16|66,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|16|72,14|16|72,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|57|102,14|57|102,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|57|120,14|57|120,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|57|123,14|57|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|57|128,14|57|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|57|137,14|57|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|57|66,14|57|66,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|57|72,14|57|72,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|66|102,14|66|102,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|66|120,14|66|120,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|66|123,14|66|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|66|128,14|66|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|66|137,14|66|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|66|72,14|66|72,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|72|102,14|72|102,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|72|120,14|72|120,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|72|123,14|72|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|72|128,14|72|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,14|72|137,14|72|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|101|102,16|101|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|101|120,16|101|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|101|129,16|101|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|102|123,16|102|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|102|128,16|102|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|102|129,16|102|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|102|137,16|102|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|120|123,16|120|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|120|128,16|120|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|120|129,16|120|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|120|137,16|120|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|123|128,16|123|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|123|137,16|123|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|128|137,16|128|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|45|101,16|45|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|45|102,16|45|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|45|120,16|45|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|45|129,16|45|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|45|51,16|45|51,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|45|52,16|45|52,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|45|66,16|45|66,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|45|70,16|45|70,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|51|101,16|51|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|51|102,16|51|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|51|120,16|51|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|51|129,16|51|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|51|52,16|51|52,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|51|66,16|51|66,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|51|70,16|51|70,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|52|101,16|52|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|52|102,16|52|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|52|120,16|52|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|52|129,16|52|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|52|66,16|52|66,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|52|70,16|52|70,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|57|102,16|57|102,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|57|120,16|57|120,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|57|123,16|57|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|57|128,16|57|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|57|137,16|57|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|57|66,16|57|66,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|57|72,16|57|72,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|66|101,16|66|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|66|123,16|66|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|66|128,16|66|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|66|129,16|66|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|66|137,16|66|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|66|70,16|66|70,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|66|72,16|66|72,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|70|101,16|70|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|70|102,16|70|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|70|120,16|70|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|70|129,16|70|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,16|72|102,16|72|102,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|72|120,16|72|120,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|72|123,16|72|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|72|128,16|72|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,16|72|137,16|72|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,35|100|102,35|100|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|100|114,35|100|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|100|137,35|100|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|102|114,35|102|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|102|137,35|102|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|114|137,35|114|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|45|100,35|45|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|45|102,35|45|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|45|114,35|45|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|45|137,35|45|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|45|51,35|45|51,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|45|55,35|45|55,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|45|66,35|45|66,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|45|82,35|45|82,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|51|100,35|51|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|51|102,35|51|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|51|114,35|51|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|51|137,35|51|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|51|55,35|51|55,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|51|66,35|51|66,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|51|82,35|51|82,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|55|100,35|55|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|55|102,35|55|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|55|114,35|55|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|55|137,35|55|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|55|66,35|55|66,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|55|82,35|55|82,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|66|100,35|66|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|66|102,35|66|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|66|114,35|66|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|66|137,35|66|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|66|82,35|66|82,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|82|100,35|82|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|82|102,35|82|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|82|114,35|82|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,35|82|137,35|82|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|100|102,45|100|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|100|114,45|100|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|100|137,45|100|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|101|102,45|101|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|101|120,45|101|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|101|129,45|101|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|102|114,45|102|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|102|120,45|102|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|102|129,45|102|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|102|137,45|102|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|114|137,45|114|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|120|129,45|120|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|51|100,45|51|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|51|101,45|51|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|51|114,45|51|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|51|120,45|51|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|51|129,45|51|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|51|137,45|51|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|51|52,45|51|52,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|51|55,45|51|55,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|51|70,45|51|70,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|51|82,45|51|82,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|52|101,45|52|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|52|102,45|52|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|52|120,45|52|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|52|129,45|52|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|52|66,45|52|66,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|52|70,45|52|70,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|55|100,45|55|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|55|102,45|55|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|55|114,45|55|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|55|137,45|55|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|55|66,45|55|66,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|55|82,45|55|82,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|66|100,45|66|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|66|101,45|66|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|66|114,45|66|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|66|120,45|66|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|66|129,45|66|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|66|137,45|66|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|66|70,45|66|70,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|66|82,45|66|82,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|70|101,45|70|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|70|102,45|70|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|70|120,45|70|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|70|129,45|70|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,45|82|100,45|82|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|82|102,45|82|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|82|114,45|82|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,45|82|137,45|82|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,47|100|120,47|100|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|100|131,47|100|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|120|131,47|120|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|49|100,47|49|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|49|120,47|49|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|49|131,47|49|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|49|58,47|49|58,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|49|63,47|49|63,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|49|64,47|49|64,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|49|65,47|49|65,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|49|72,47|49|72,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|58|100,47|58|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|58|120,47|58|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|58|131,47|58|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|58|63,47|58|63,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|58|64,47|58|64,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|58|65,47|58|65,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|58|72,47|58|72,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|63|100,47|63|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|63|120,47|63|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|63|131,47|63|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|63|64,47|63|64,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|63|65,47|63|65,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|63|72,47|63|72,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|64|100,47|64|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|64|120,47|64|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|64|131,47|64|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|64|65,47|64|65,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|64|72,47|64|72,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|65|100,47|65|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|65|120,47|65|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|65|131,47|65|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|65|72,47|65|72,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|72|100,47|72|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|72|120,47|72|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,47|72|131,47|72|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|100|120,49|100|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|100|131,49|100|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|120|131,49|120|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|58|100,49|58|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|58|120,49|58|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|58|131,49|58|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|58|63,49|58|63,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|58|64,49|58|64,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|58|65,49|58|65,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|58|72,49|58|72,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|63|100,49|63|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|63|120,49|63|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|63|131,49|63|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|63|64,49|63|64,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|63|65,49|63|65,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|63|72,49|63|72,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|64|100,49|64|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|64|120,49|64|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|64|131,49|64|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|64|65,49|64|65,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|64|72,49|64|72,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|65|100,49|65|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|65|120,49|65|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|65|131,49|65|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|65|72,49|65|72,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|72|100,49|72|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|72|120,49|72|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,49|72|131,49|72|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,51|100|102,51|100|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|100|114,51|100|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|100|137,51|100|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|101|102,51|101|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|101|120,51|101|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|101|129,51|101|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|102|114,51|102|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|102|120,51|102|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|102|129,51|102|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|102|137,51|102|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|114|137,51|114|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|120|129,51|120|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|52|101,51|52|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|52|102,51|52|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|52|120,51|52|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|52|129,51|52|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|52|66,51|52|66,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|52|70,51|52|70,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|55|100,51|55|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|55|102,51|55|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|55|114,51|55|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|55|137,51|55|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|55|66,51|55|66,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|55|82,51|55|82,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|66|100,51|66|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|66|101,51|66|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|66|114,51|66|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|66|120,51|66|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|66|129,51|66|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|66|137,51|66|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|66|70,51|66|70,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|66|82,51|66|82,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|70|101,51|70|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|70|102,51|70|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|70|120,51|70|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|70|129,51|70|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,51|82|100,51|82|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|82|102,51|82|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|82|114,51|82|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,51|82|137,51|82|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,52|101|102,52|101|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|101|120,52|101|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|101|129,52|101|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|102|120,52|102|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|102|129,52|102|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|120|129,52|120|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|66|101,52|66|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|66|102,52|66|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|66|120,52|66|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|66|129,52|66|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|66|70,52|66|70,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|70|101,52|70|101,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|70|102,52|70|102,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|70|120,52|70|120,1,0,0.000,0,8548606633
HEROIC,HEROIC,52|70|129,52|70|129,1,0,0.000,0,8548606633
HEROIC,HEROIC,55|100|102,55|100|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|100|114,55|100|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|100|137,55|100|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|102|114,55|102|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|102|137,55|102|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|114|137,55|114|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|66|100,55|66|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|66|102,55|66|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|66|114,55|66|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|66|137,55|66|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|66|82,55|66|82,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|82|100,55|82|100,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|82|102,55|82|102,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|82|114,55|82|114,1,0,0.000,0,8576406746
HEROIC,HEROIC,55|82|137,55|82|137,1,0,0.000,0,8576406746
HEROIC,HEROIC,57|102|120,57|102|120,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|102|123,57|102|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|102|128,57|102|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|102|137,57|102|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|120|123,57|120|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|120|128,57|120|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|120|137,57|120|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|123|128,57|123|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|123|137,57|123|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|128|137,57|128|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|66|102,57|66|102,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|66|120,57|66|120,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|66|123,57|66|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|66|128,57|66|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|66|137,57|66|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|66|72,57|66|72,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|72|102,57|72|102,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|72|120,57|72|120,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|72|123,57|72|123,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|72|128,57|72|128,1,0,0.000,0,8512558125
HEROIC,HEROIC,57|72|137,57|72|137,1,0,0.000,0,8512558125
HEROIC,HEROIC,58|100|120,58|100|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,58|100|131,58|100|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,58|120|131,58|120|131,1,0,0.000,0,8548474254
HEROIC,HEROIC,58|63|100,58|63|100,1,0,0.000,0,8548474254
HEROIC,HEROIC,58|63|120,58|63|120,1,0,0.000,0,8548474254
HEROIC,HEROIC,58|63|131,58|63|131,1,0,0.000,0,8548474254
